id,name,lat,lon
0y2w3,"Sturgeon Bay CG Station, WI",44.794,-87.313
13001,NE Extension,12,-23
13002,NE Extension,21,-23
13008,Reggae,15,-38
13009,Lambada,8,-38
14041,,-8,55
14047,,-4,57
14048,,-8,65
14049,,-12,65
15001,Gavotte,-10,-10
15002,Java,0,-10
15006,Valse,-6,-10
15008,,-20,-10
15009,,0,-3.051
1801593,"SD 1077 - 24 NM SSW of San Francisco, CA (Site of 46012)",37.34,-122.94
18ci3,"Michigan City CG Station, IN",41.73,-86.91
20cm4,"St. Joseph CG Station, MI",42.09,-86.49
21413,"SOUTHEAST TOKYO - 700NM ESE of Tokyo, JP",32.1885,158.5130
21414," AMCHITKA - 170 NM South of Amchitka, AK",48.97,178.165
21415,"ATTU - 175 NM South of Attu, AK",50.12,171.867
21416,"KAMCHATKA PENINSULA - 240NM SE of Kamchatka Peninsula, RU ",48.12,163.43
21418,"NORTHEAST TOKYO - 450 NM NE of Tokyo, JP",38.73,148.8
21419,KURIL ISLANDS - 209NM SE of Kuril Is. ,44.401,155.653
21420,SOUTHEAST MIYAZAKI - 260NM Southeast of Miyazaki,28.91,134.999
22101,,37.23,126.02
22102,,34.8,125.77
22103,,34,127.5
22104,,34.77,128.9
22105,,37.53,130
22106,,36.35,129.78
22107,,33.08,126.03
22108,,36.25,125.75
23001,,0,81
23003,,-2,81
23004,,0,90
23006,,4,90
23007,,8,90
23008,,12,90
23009,,15,90
23010,,-4,81
23011,,15,65
23012,,8,67
23013,,4,67
23014,,2,67
23015,,0,67
23016,,-2,67
23019,,-4,65
23217,Bay of Bengal IN3,3.798,91.701
23218,Bay of Bengal IN4,10.165,88.5
23219,Bay of Bengal,13.472,88.998
23223,Bay of Bengal,17.333,89.483
23226,Arabian Sea,20.2,67.333
23227,Bay of Bengal,6.265,88.653
23228,Arabian Sea,20.764,65.284
23401,"BAY OF BENGAL - 600 NM WNW of Phuket, Thailand",8.86,88.55
23461,"ANDAMAN SEA - 180 NM NW of Phuket, Thailand",9.541,95.668
28401,Kuroshio Extension Observatory (KEO),32.384,144.54
31001,Samba,0,-35
31002,Frevo,4,-38
31003,Para?ba,-8,-30
31004,Salvador,-14,-32
31005,Espirito Santo,-19,-34
31006,NE Extension,4,-23
31007,Jazz,0,-23
32068,"ECUADOR INOCAR - 58 NM West of Manta, Ecuador",-0.888,-81.664
32069,"ECUADOR INOCAR - 71 NM West of Pedernales, Ecuador   ",0.255,-81.211
32303,5N 95W,5,-95
32304,5S 95W,-5,-95
32305,8S 95W,-8,-95
32315,5N 110W,5,-110
32316,2N 110W,2,-110
32317,2S 110W,-2,-110
32318,5S 110W,-5,-110
32319,8S 110W,-8,-110
32320,2N 95W,2,-95
32321,0 95W,0,-95
32322,2S 95W,-2,-95
32323,0 110W,0,-110
32401,"180 NM West of Iquique, Chile",-20.442,-73.422
32402,"180 NM  West of Caldera, Chile",-26.743,-73.983
32403,"91NM West of Antofagasta, Chile",-23.163,-72.037
32404,120 NM NW of Valparaiso,-32.13,-73.797
32411,"WEST PANAMA - 710 NM WSW of Panama City, Panama",4.979,-90.793
32413,"NORTHWEST LIMA - 1000 NM WNW of Lima, Peru",-7.435,-93.442
32489,"Colombia   121NM SW of Buenaventura, Colombia",2.998,-79.101
32st0,Stratus,-22,-85
34420,"119NM NW of Concepcion, Chile",-35.758,-75.243
41001,EAST HATTERAS - 150 NM East of Cape Hatteras,34.703,-72.242
41002,SOUTH HATTERAS - 225 NM South of Cape Hatteras,28.8558,-69.9977
41004,"EDISTO - 41 NM Southeast of Charleston, SC",32.502,-79.099
41008,"GRAYS REEF - 40 NM Southeast of Savannah, GA",31.4,-80.866
41009,"CANAVERAL 20 NM East of Cape Canaveral, FL",28.508,-80.185
41010,CANAVERAL EAST - 120NM East of Cape Canaveral,28.878,-78.467
41013,"Frying Pan Shoals, NC",33.441,-77.764
41024,"Sunset Nearshore, NC (SUN2)",33.837,-78.477
41025,"Diamond Shoals, NC",35.01,-75.454
41026,Forro,12,-38
41029,"Capers Nearshore, SC (CAP2)",32.803,-79.624
41033,"Fripp Nearshore, SC (FRP2)",32.279,-80.406
41037,"Wrightsville Beach Offshore, NC (ILM3)",33.988,-77.362
41038,"Wrightsville Beach Nearshore, NC (ILM2)",34.141,-77.715
41040,NORTH EQUATORIAL ONE- 470 NM East of Martinique,14.536,-53.136
41041,NORTH EQUATORIAL TWO - 890 NM East of Martinique ,14.453,-46.327
41043,"NE PUERTO RICO - 170 NM NNE of San Juan, PR",21.026,-64.793
41044,NE ST MARTIN - 330 NM NE St Martin Is,21.582,-58.63
41046,"EAST BAHAMAS - 335 NM East of San Salvador Is,  Bahamas ",23.822,-68.393
41047,"NE BAHAMAS - 350 NM ENE of Nassau, Bahamas",27.465,-71.452
41048,WEST BERMUDA - 240 NM West of Bermuda,31.831,-69.573
41049,SOUTH BERMUDA - 300 NM SSE of Bermuda,27.505,-62.271
41052,"South of St. John, VI",18.249,-64.763
41053,"San Juan, PR",18.474,-66.099
41056,"Vieques Island, PR",18.261,-65.464
41058,"North of St. Thomas, VI",18.476,-65.157
41064,"Onslow Bay Outer, NC (LEJ3)",34.207,-76.949
41065,Capers Nearshore Waves (CAP2WAVE),32.802,-79.619
41066,CHR60,32.536,-79.656
41067,FRP2WAVE,32.276,-80.406
41068,"Fort Pierce, FL (FTP)",27.593,-80.189
41069,"Ponce de Leon Inlet, FL (PNC)",29.289,-80.803
41070,Ponce de Leon Inlet Waves (PNCWAVE),29.289,-80.803
41076,CHR60WAVE,32.536,-79.659
41082,OOI Pioneer - Mid-Atlantic Bight Central Surface Mooring,35.95,-75.125
41083,OOI Pioneer - Mid-Atlantic Bight Southern Surface Mooring,35.725,-74.853
41108,"Wilmington Harbor, NC - (200)",33.721,-78.016
41110,"Masonboro Inlet, ILM2, NC (150)",34.142,-77.715
41112,"Offshore Fernandina Beach, FL (132)",30.709,-81.292
41113,"Cape Canaveral Nearshore, FL (143)",28.4,-80.533
41114,"Fort Pierce, FL (134)",27.552,-80.216
41115,"Rincon, Puerto Rico (181)",18.376,-67.28
41117,"St. Augustine, FL (194)",29.999,-81.079
41120,"Cape Hatteras East, NC (250)",35.258,-75.285
41121,"Arecibo, Puerto Rico (249)",18.49,-66.701
41122,"Hollywood Beach, FL (265)",26.001,-80.096
41139,,20,-38
41159,"Onslow Bay Outer, NC (217)",34.213,-76.949
41300,West Indies,15.85,-57.467
41420,"NORTH SANTO DOMINGO - 328NM NNE of Santo Domingo, DO",39.3081,-35.2936
41421,"NORTH ST THOMAS - 300 NM North of St Thomas, Virgin Is",24.4529,-64.0825
41425,"SOUTHWEST BERMUDA - 200 NM SSW of Hamilton, Bermuda",28.673,-65.617
42001,"MID GULF - 180 nm South of Southwest Pass, LA",25.926,-89.662
42002,"WEST GULF - 207 NM East of Brownsville, TX",26.055,-93.646
42003,"East GULF - 208 NM West of Naples, FL",25.925,-85.616
42012,"ORANGE BEACH - 44 NM SE of Mobile, AL",30.06,-87.548
42013,"C10 - WFS Central Buoy, 25m Isobath",27.173,-82.924
42019,"FREEPORT, TX - 60 NM South of Freeport, TX",27.908,-95.343
42020,"CORPUS CHRISTI, TX - 60NM SSE of Corpus Christi, TX",26.97,-96.679
42022,"C12 - WFS Central Buoy, 50m Isobath",27.505,-83.741
42023,"C13 - WFS South Buoy, 50m Isobath",26.01,-83.086
42026,"C22 - Loop Current Pressure Point Buoy, 70m Isobath",25.171,-83.475
42031,"West End CP, AL",30.09,-88.212
42035,"GALVESTON,TX -  22 NM East of Galveston, TX",29.235,-94.41
42036,"WEST TAMPA  - 112 NM WNW of Tampa, FL",28.501,-84.508
42039,"PENSACOLA - 115NM SSE of Pensacola, FL",28.787,-86.007
42040,"LUKE OFFSHORE TEST PLATFORM - 63 NM South of Dauphin Island, AL",29.207,-88.237
42043,TGLO TABS Buoy B,28.982,-94.899
42044,TGLO TABS Buoy J,26.191,-97.051
42045,TGLO TABS Buoy K,26.217,-96.5
42048,TABS D,27.939,-96.843
42049,TABS W,28.351,-96.006
42050,TABS F,28.842,-94.242
42051,TABS R,29.635,-93.642
42055,"BAY OF CAMPECHE - 214 NM NE of Veracruz, MX",22.14,-94.112
42056," Yucatan Basin - 120 NM ESE of Cozumel, MX",19.82,-84.98
42057,"Western Caribbean - 195 NM WSW of Negril, Jamaica",16.973,-81.575
42058,"Central Caribbean - 210 NM SSE of Kingston, Jamaica",14.512,-75.153
42059,"Eastern Caribbean Sea - 180 NM SSW of Ponce, PR",15.3,-67.483
42060,Caribbean Valley - 63 NM WSW of Montserrat,16.434,-63.329
42067,USM-R1,30.05,-88.583
42084,"Southwest Pass Entrance W, LA (256)",28.988,-89.649
42085,"Southeast of Ponce, PR",17.87,-66.537
42091,"Trinity Shoal, LA (255)",29.088,-92.505
42092,"Aransas Pass Channel Entrance S, TX (252)",27.64,-97.012
42095,"Satan Shoal, FL (244)",24.409,-81.968
42097,"Pulley Ridge, FL (226)",25.7,-83.641
42098,"Egmont Channel Entrance, FL (214)",27.59,-82.931
42099,"Offshore St. Petersburg, FL (144)",27.352,-84.275
42354,"Chandeleur Island SE, LA (279)",29.579,-88.643
42407,"SOUTH PUERTO RICO - 230 NM Southwest of San Juan, PR",15.276,-68.191
42409,"GULF OF AMERICA - 247 NM South of New Orleans, LA",25.799,-89.291
43001,8N 110W,8,-110
43301,8N 95W,8,-95
43412,"SOUTHWEST MANZANILLO - 240 NM SW of Manzanillo, MX",16.003,-106.989
43413,"SOUTH ACAPULCO - 360NM South of Acapulco, MX",10.949,-100.03
44005,"GULF OF MAINE - 78 NM East of Portsmouth, NH",43.201,-69.127
44007,"PORTLAND - 12 NM Southeast of Portland,ME",43.525,-70.14
44008,NANTUCKET 54 NM Southeast of Nantucket,40.496,-69.25
44009,"DELAWARE BAY 26 NM Southeast of Cape May, NJ",38.46,-74.692
44011,"GEORGES BANK 170 NM East of Hyannis, MA",41.093,-66.562
44013,"BOSTON 16 NM East of Boston, MA",42.346,-70.651
44014,"VIRGINIA BEACH 64 NM East of Virginia Beach, VA",36.603,-74.837
44017,"MONTAUK POINT - 23 NM SSW of Montauk Point, NY",40.693,-72.049
44018,"CAPE COD - 9 NM North of Provincetown, MA",42.203,-70.154
44020,NANTUCKET SOUND,41.497,-70.283
44022,Execution Rocks,40.883,-73.728
44024,Buoy N01 - Northeast Channel,42.325,-65.909
44025,"LONG ISLAND - 30 NM South of Islip, NY",40.258,-73.175
44027,"Jonesport, ME - 20 NM SE of Jonesport, ME",44.284,-67.301
44029,Buoy A01 - Massachusetts Bay,42.523,-70.566
44030,Buoy B01 - Western Maine Shelf,43.179,-70.426
44032,Buoy E01 - Central Maine Shelf,43.715,-69.355
44033,Buoy F01 - Penobscot Bay,44.055,-68.996
44034,Buoy I01 - Eastern Maine Shelf,44.103,-68.112
44037,Buoy M01 - Jordan Basin,43.497,-67.876
44039,Central Long Island Sound,41.138,-72.655
44040,Western Long Island Sound,40.956,-73.58
44041,"Jamestown, VA",37.211,-76.787
44042,"Potomac, MD",38.033,-76.335
44043,"Patapsco, MD",39.152,-76.391
44056,"Duck FRF, NC",36.2,-75.714
44057,"Susquehanna, MD",39.54,-76.074
44058,"Stingray Point, VA",37.567,-76.257
44061,"Upper Potomac, MD",38.788,-77.036
44062,"Gooses Reef, MD",38.556,-76.415
44063,"Annapolis, MD",38.963,-76.448
44064,"First Landing, VA",36.998,-76.087
44065,"New York Harbor Entrance - 15 NM SE of Breezy Point , NY",40.368,-73.701
44066,"Texas Tower #4 - 75 NM East of Long Beach, NJ",39.618,-72.644
44069,Great South Bay,40.699,-73.087
44072,"York Spit, VA   ",37.201,-76.266
44073,CO2 Gulf of Maine Buoy,43.02,-70.54
44078,OOI Irminger Sea Surface Mooring,59.94,-39.52
44079,OOI Pioneer - Mid-Atlantic Bight Northern Surface Mooring,36.175,-74.827
44084,"Bethany Beach, DE (263)",38.537,-75.044
44085,"Buzzards Bay, MA (260)",41.387,-71.032
44086,"Nags Head, NC (243)",36.001,-75.421
44087,"Thimble Shoal, VA (240)",37.026,-76.149
44088,"Virginia Beach Offshore, VA (171)",36.612,-74.839
44089,"Wallops Island, VA (224)",37.754,-75.325
44090,"Cape Cod Bay, MA (221)",41.84,-70.329
44091,"Barnegat, NJ (209)",39.768,-73.77
44095,"Oregon Inlet, NC (192)",35.75,-75.33
44097,"Block Island, RI  (154)",40.969,-71.124
44098,"Jeffrey's Ledge, NH (160)",42.8,-70.171
44099,"Cape Henry, VA (147)",36.915,-75.722
44100,"Duck FRF 26m, NC (430)",36.258,-75.593
44137,East Scotia Slope,42.26,-62.03
44139,Banqureau Banks,44.24,-57.1
44150,La Have Bank,42.5,-64.02
44258,Halifax Harbour,44.5,-63.4
44402,"SOUTHEAST BLOCK CANYON - 130 NM SE of Fire Island, NY",39.314,-70.717
44403,"SABLE ISLAND BANK - 437 NM E of Boston, MA",41.944,-61.667
44488,East of Chedabucto Bay,45.44,-60.95
44489,West Chedabucto Bay,45.49,-61.14
44490,West Bay of Fundy,44.66,-66.37
45001,"MID SUPERIOR- 60 NM North Northeast Hancock, MI",48.061,-87.793
45002,NORTH MICHIGAN- Halfway between North Manitou and Washington Islands.,45.344,-86.411
45003,"NORTH HURON - 32NM Northeast of Alpena, MI",45.351,-82.84
45004,"EAST SUPERIOR -70 NM NE Marquette, MI",47.585,-86.585
45005,"WEST ERIE - 16 NM NW of Lorain, OH",41.677,-82.398
45006,"WEST SUPERIOR - 30NM NE of Outer Island, WI",47.335,-89.793
45007,"SOUTH MICHIGAN - 43NM East Southeast of Milwaukee, WI",42.674,-87.026
45008,"SOUTH HURON - 43NM East of Oscoda, MI",44.283,-82.416
45012,"EAST Lake Ontario  - 20NM North Northeast of Rochester, NY",43.621,-77.401
45013,"ATW20 - Atwater Park, WI",43.1,-87.85
45014,"GB17 - South Green Bay, WI",44.794,-87.758
45022,"Little Traverse Bay Buoy, MI",45.404,-85.088
45023,"North Entry Buoy, North Keweenaw Peninsula, MI",47.27,-88.607
45024,"Ludington Buoy, MI",43.977,-86.56
45025,"South Entry Buoy, South Keweenaw Peninsula, MI",46.969,-88.398
45026,"Cook Nuclear Plant Buoy, Stevensville, MI",41.982,-86.619
45027,"McQuade Harbor Nearshore, MN",46.86,-91.93
45028,Western Lake Superior,46.814,-91.829
45029,"Holland Buoy, MI",42.9,-86.272
45132,Port Stanley,42.46,-81.22
45135,Prince Edward Pt,43.78,-76.87
45136,Slate Island,48.54,-86.95
45137,Georgian Bay,45.54,-81.02
45139,West Lake Ontario - Grimsby,43.25,-79.53
45140,Lake Winnipeg S. Basin,50.8,-96.73
45141,Great Slave Lake,61.18,-115.31
45142,Port Colborne,42.74,-79.29
45143,South Georgian Bay,44.94,-80.627
45144,Lake Winnipeg North,53.23,-98.29
45145,Lake Winnipeg Narrows,51.87,-96.97
45147,Lake St Clair,42.43,-82.68
45148,Lake of the Woods,49.65,-94.5
45149,Southern Lake Huron,43.54,-82.08
45150,"Great Slave Lake, North Arm",61.98,-114.13
45151,Lake Simcoe,44.5,-79.37
45152,Lake Nipissing,46.23,-79.72
45154,North Channel East,46.05,-82.64
45159,NW Lake Ontario Ajax,43.77,-78.98
45161,"Muskegon Buoy, MI",43.185,-86.352
45162,"Thunder Bay Buoy, Alpena, MI",44.99,-83.271
45163,"Saginaw Bay Buoy, MI",43.984,-83.597
45164,"Cleveland Buoy, OH",41.748,-81.698
45165,"Toledo Water Intake Buoy, Oregon, OH",41.702,-83.261
45166,Lake Champlain - Inland Sea,44.785,-73.258
45167,"Erie Nearshore Buoy, Erie, PA",42.185,-80.135
45168,"South Haven Buoy, MI",42.397,-86.331
45170,"Michigan City Buoy, IN",41.755,-86.968
45171,"Granite Island Buoy, Granite Island, MI",46.724,-87.411
45172,"Grand Marais Buoy, Grand Marais, MI",46.74,-85.98
45173,"Munising Buoy, Munising, MI",46.573,-86.572
45174,"Wilmette Buoy, IL",42.135,-87.655
45175,"Mackinac Straits West, Mackinaw City, MI ",45.825,-84.772
45176,"Cleveland Intake Crib Buoy, OH",41.55,-81.765
45177,"Ohio St. Beach, Chicago, IL",41.894,-87.613
45178,"1 NM SE of Valcour Island, NY",44.603,-73.394
45180,"Isle of Royale East, MI (230)",48.034,-87.73
45183,Sleeping Bear Dunes,44.982,-85.831
45184,Green Bay East Buoy,44.55,-87.959
45185,Green Bay West Buoy,44.577,-87.987
45186,"Waukegan Buoy, IL",42.368,-87.795
45187,"Winthrop Harbor Buoy, IL",42.491,-87.779
45188,Champlain Bridge Buoy,44.094,-73.423
45194,"McGulpin Point North, MI (253)",45.804,-84.792
45196,"Rocky River, OH",41.521,-81.88
45197,"Euclid, OH",41.619,-81.617
45198,Chicago Buoy,41.892,-87.563
45199,Salmon Unlimited Wisconsin,42.702,-87.647
45200,Maumee Bay Buoy,41.724,-83.37
45201,Erie Islands Buoy,41.601,-82.781
45202,Port Clinton Buoy,41.532,-82.941
45203,Huron Buoy,41.393,-82.512
45204,Sheffield Buoy,41.508,-82.115
45205,Edgewater Beach Buoy,41.501,-81.748
45206,Euclid Beach Buoy,41.585,-81.583
45207,Fairport Harbor Buoy,41.725,-81.37
45208,Ashtabula Buoy,41.908,-80.813
45209,"Lakeport Buoy, MI",43.129,-82.391
45210,"Rawley Point East, WI (269)",44.055,-87.05
45211,"Grand Island North, MI (268)",46.973,-86.568
45212,North Huron Spotter,45.351,-82.84
45213,East Superior Spotter,47.585,-86.585
45214,South Michigan Spotter,42.674,-87.026
45215,"Oswego, NY (274)",43.501,-76.539
45216,"Ontonagon, MI",46.932,-89.349
45218,"Wisconsin Shipwreck Coast NMS / Sheboygan, WI",43.731,-87.624
45219,Two Harbors Nearshore Buoy,47.021,-91.625
46001,"WESTERN GULF OF ALASKA  - 175NM SE of Kodiak, AK",56.296,-148.027
46002,"WEST OREGON - 275NM West of Coos Bay, OR",42.662,-130.507
46004,Middle Nomad,50.93,-136.1
46005,"WEST WASHINGTON - 300NM West of Aberdeen, WA",46.143,-131.09
46006,"SOUTHEAST PAPA - 600NM West of Eureka, CA",40.764,-137.377
46011,"SANTA MARIA - 21NM NW of Point Arguello, CA",34.937,-120.999
46012,"HALF MOON BAY - 24NM SSW of San Francisco, CA",37.356,-122.881
46013,"BODEGA BAY - 48NM NW of San Francisco, CA",38.235,-123.317
46014,"PT ARENA - 19NM North of Point Arena, CA",39.225,-123.98
46015,"PORT ORFORD - 15 NM West of Port Orford, OR",42.754,-124.839
46022,"EEL RIVER - 17NM WSW of Eureka, CA",40.716,-124.54
46025,"Santa Monica Basin - 33NM WSW of Santa Monica, CA",33.755,-119.045
46026,"SAN FRANCISCO - 18NM West of San Francisco, CA",37.754,-122.839
46027,"ST GEORGES - 8 NM NW of Crescent City, CA",41.84,-124.382
46028,"CAPE SAN MARTIN - 55NM West NW of Morro Bay, CA",35.77,-121.903
46029,COLUMBIA RIVER BAR - 20NM West of Columbia River Mouth,46.163,-124.487
46035,"CENTRAL BERING SEA - 310 NM North of Adak, AK",57.034,-177.468
46036,South Nomad,48.36,-133.94
46041,"CAPE ELIZABETH - 45NM NW of Aberdeen, WA",47.352,-124.739
46042,"MONTEREY - 27NM WNW of Monterey, CA",36.785,-122.396
46047,"TANNER BANK - 121 NM West of San Diego, CA",32.388,-119.525
46050,"STONEWALL BANK - 20NM West of Newport, OR",44.669,-124.546
46053,"EAST SANTA BARBARA  - 12NM Southwest of Santa Barbara, CA",34.241,-119.839
46054,"WEST SANTA BARBARA  38 NM West of Santa Barbara, CA",34.274,-120.468
46059,"WEST CALIFORNIA - 357NM West of San Francisco, CA",38.069,-129.976
46060,"WEST ORCA BAY - 8NM NW of Hinchinbrook Is., AK",60.571,-146.795
46061,"Seal Rocks - Between Montague and Hinchinbrook Islands, AK",60.23,-146.837
46066,"SOUTH KODIAK - 310NM SSW of Kodiak, AK",52.765,-155.009
46069,"SOUTH SANTA ROSA - 14 NM SW of Santa Rosa Island, CA",33.677,-120.213
46070,"SOUTHWEST BERING SEA - 142NM NNE OF ATTU IS, AK",55.05,175.261
46071,"WESTERN ALEUTIANS - 14NM SOUTH OF AMCHITKA IS, AK ",51.04,179.764
46072,CENTRAL ALEUTIANS 230 NM SW Dutch Harbor,51.645,-172.145
46073,"SOUTHEAST BERING SEA - 205 NM WNW of Dutch Harbor, AK",55.008,-172.012
46075,"SHUMAGIN ISLANDS - 85NM South of Sand Point, AK",53.969,-160.794
46076,"CAPE CLEARE - 17 NM South of Montague Is,  AK",59.508,-148.005
46077,"SHELIKOF STRAIT, AK",57.869,-154.211
46078,"ALBATROSS BANK - 104NM South of Kodiak Is., AK",55.561,-152.599
46080,"PORTLOCK BANK - 76 NM ENE of Kodiak, AK",57.91,-150.129
46081,Western Prince William Sound,60.802,-148.283
46082,"Cape Suckling - 35 NM SE of Kayak Is, AK",59.67,-143.353
46083,"FAIRWEATHER GROUND - 105 NM West  of Juneau, AK",58.27,-138.019
46084,"CAPE EDGECUMBE - 25NM SSW of Cape Edgecumbe, AK",56.614,-136.04
46085,"CENTRAL GULF OF ALASKA -  265NM West of Cape Ommaney, AK",55.878,-142.876
46086,"SAN CLEMENTE BASIN - 27NM SE Of San Clemente Is, CA",32.499,-118.052
46087,"Neah Bay - 6 NM North of Cape Flattery, WA (Traffic Separation Lighted Buoy)",48.493,-124.727
46088,"NEW DUNGENESS - 17 NM NE of Port Angeles, WA",48.332,-123.179
46089,"TILLAMOOK, OR - 85 NM WNW of Tillamook, OR",45.928,-125.815
46092,MBM1,36.751,-122.029
46096,Columbia River Entrance - SATURN Station #02 Offshore,46.173,-124.127
46097,OOI Newport Shelf,44.639,-124.304
46098,OOI Waldport Offshore,44.378,-124.947
46099,OOI Westport Shelf,46.988,-124.567
46100,OOI Westport Offshore,46.851,-124.964
46108,Lower Cook Inlet (204),59.598,-151.828
46116,"SATURN Estuary Station #07, Baker Bay, WA",46.287,-124.016
46117,"SATURN Estuary Station #09, Youngs Bay, OR",46.176,-123.869
46118,Se'lhaem Bellingham Bay,48.724,-122.576
46119,Cha'Ba La Push,47.967,-124.95
46120,"Pt Wells, WA (U of Wash)",47.761,-122.397
46121,"Carr Inlet, WA (U of Wash) ",47.28,-122.73
46122,"Dabob Bay, WA (U of Wash)",47.803,-122.803
46123,"Twanoh - Hood Canal, WA (U of Wash)",47.375,-123.008
46124,"Hoodsport - Hood Canal, WA (U of Wash)",47.422,-123.113
46125,"Hansville - Hood Canal, WA",47.907,-122.627
46128,"Buoy CB-06 - West of Coos Bay, OR",43.292,-124.538
46131,Sentry Shoal,49.91,-124.98
46132,South Brooks,49.78,-127.89
46145,Central Dixon Entrance Buoy,54.37,-132.42
46146,Halibut Bank,49.34,-123.73
46147,South Moresby,51.83,-131.22
46181,Nanakwa Shoal,53.83,-128.83
46183,North Hecate Strait,53.62,-131.1
46184,North Nomad,53.92,-138.85
46185,South Hecate Strait,52.42,-129.79
46204,West Sea Otter,51.38,-128.77
46205,West Dixon Entrance,54.18,-134.32
46206,La Perouse Bank,48.84,-126
46207,East Dellwood,50.87,-129.92
46208,West Moresby,52.52,-132.69
46211,"Grays Harbor, WA (036)",46.857,-124.243
46213,"Cape Mendocino, CA (094)",40.292,-124.748
46214,"Point Reyes, CA (029)",37.937,-123.463
46215,"Diablo Canyon, CA (076)",35.204,-120.859
46218,"Harvest, CA (071)",34.452,-120.78
46219,"San Nicolas Island, CA (067)",33.226,-119.891
46221,"Santa Monica Bay, CA (028)",33.86,-118.641
46222,"San Pedro, CA (092)",33.618,-118.317
46224,"Oceanside Offshore, CA (045)",33.178,-117.472
46225,"Torrey Pines Outer, CA (100)",32.933,-117.391
46229,"UMPQUA OFFSHORE, OR (139)",43.772,-124.549
46232,"Point Loma South, CA  (191)",32.517,-117.425
46235,"Imperial Beach Nearshore, CA (155)",32.57,-117.169
46236,"Monterey Canyon Outer, CA  (156)",36.759,-121.95
46237,"San Francisco Bar, CA  (142)",37.788,-122.634
46239,"Point Sur, CA (157)",36.335,-122.104
46240,"Cabrillo Point, Monterey Bay, CA  (158)",36.626,-121.907
46242,"Camp Pendleton Nearshore, CA  (043)",33.22,-117.439
46243,"Clatsop Spit, OR (162)",46.214,-124.126
46244,"Humboldt Bay, North Spit, CA (168)",40.896,-124.358
46246,Ocean Station PAPA  (166),50.042,-145.17
46248,"Astoria Canyon, OR  (179)",46.133,-124.64
46251,"Santa Cruz Basin, CA (203)",33.769,-119.565
46253,"San Pedro South, CA (213)",33.576,-118.181
46254,"SCRIPPS Nearshore, CA (201)",32.868,-117.267
46256,"Long Beach Channel, CA (215)",33.7,-118.201
46258,"Mission Bay West, CA (220)",32.749,-117.502
46259,"Santa Lucia Escarpment, CA (222)",34.774,-121.491
46265,"Nome, AK (241)",64.474,-165.479
46266,"Del Mar Nearshore, CA (153)",32.957,-117.279
46267,"Angeles Point, WA (248)",48.173,-123.607
46268,"Topanga Nearshore, CA (103)",34.022,-118.578
46273,"Torrey Pines Inner, CA (101)",32.93,-117.274
46274,"Leucadia Nearshore, CA (262)",33.062,-117.314
46275,"Red Beach Nearshore, CA (264)",33.291,-117.501
46276,"Pajaro Beach, CA (266)",36.845,-121.825
46277,"Green Beach Offshore, CA (271)",33.336,-117.659
46278,"Tillamook Bay South Jetty, OR (270)",45.561,-123.991
46279,"Pajaro Beach South, CA (267)",36.838,-121.82
46280,Newport PWS North (277),44.575,-124.234
46281,"Newport PWS South, OR (278)",44.559,-124.233
46283,"Yaquina Channel SW, OR (280)",44.567,-124.237
46284,"Soquel Cove South, CA (281)",36.93,-121.934
46303,Southern Georgia Strait,49.02,-123.43
46304,Entrance To English Bay,49.3,-123.36
46402," South Dutch Harbor - 220 NM SSE of Dutch Harbor, AK",50.913,-164.147
