id,name,lat,lon
46403,"SOUTHEAST SHUMAGIN ISLAND - 186 NM SE of Shumagin Is, AK",52.654,-156.813
46404,"WEST ASTORIA - 230 NM West of Astoria, OR",45.87,-128.756
46407,"NEWPORT - 210NM West of Coos Bay, OR",42.715,-128.825
46408," NIKOLSKI - 212 NM South of Umnak Is, AK",49.652,-169.895
46409,"SOUTHEAST KODIAK - 210 NM SE of Kodiak, AK",55.338,-148.575
46410,"SOUTH CORDOVA - 188 NM SSE of Cordova, AK",57.649,-143.769
46411,"Mendocino - 150 NM West of  Mendocino Bay, CA",39.337,-127.04
46413,"SOUTH-SOUTHEAST ADAK - 243 NM SSE of Adak Island, AK",48.045,-173.897
46414,"SOUTHEAST CHIRIKOF - 165 NM SE of Chirikof Island, AK",53.764,-152.416
46415,"SOUTHWEST JUNEAU - 370 NM SW of Juneau, AK",53.035,-139.884
46416,"WEST VANCOUVER - 442NM West of Vancouver, BC, Canada",49.892,-134.427
46419,"NORTHWEST SEATTLE - 300 NM WNW of Seattle, WA",48.815,-129.623
46518,Drifting Buoy,44.5,-170
48400,Ocean Climate Station Papa,50.055,-144.873
51000,NORTHERN HAWAII ONE - 245NM NE of Honolulu HI,23.528,-153.792
51001,"NORTHWESTERN HAWAII ONE - 188 NM NW of Kauai Island, HI",24.475,-162.03
51002,"SOUTHWEST HAWAII - 215NM SSW of Hilo, HI",17.07,-157.755
51003,"WESTERN  HAWAII - 205 NM SW of Honolulu, HI",19.143,-160.645
51004,"SOUTHEAST HAWAII - 205 NM Southeast of Hilo, HI",17.538,-152.23
51006,9N 140W,9,-140
51007,5N 140W,5,-140
51008,2N 140W,2,-140
51009,2S 140W,-2,-140
51010,0 170W,0,-170
51011,0 125W,0,-125
51014,5S 140W,-5,-140
51016,2N 125W,2,-125
51017,2S 125W,-2,-125
51019,5S 155W,-5,-155
51021,2N 155W,2,-155
51022,2S 155W,-2,-155
51023,0 155W,0,-155
51045,"Hilo Bay, HI",19.734,-155.082
51046,"Kawaihai, HI",20.024,-155.828
51101,"NORTHWESTERN HAWAII TWO - 186 NM NW of Kauai Is., HI   ",24.359,-162.081
51201,"Waimea Bay, HI (106)",21.671,-158.118
51202,"Mokapu Point, HI (098)",21.417,-157.68
51205,"Pauwela, Maui, HI (187)",21.018,-156.425
51206,"Hilo, Hawaii, HI (188)",19.779,-154.97
51207,"Kaneohe Bay, HI (198)",21.477,-157.752
51208,"Hanalei, Kauai, HI (202)",22.285,-159.574
51209,"Aunuu, American Samoa (189)",-14.273,-170.501
51210,"Kaneohe Bay, WETS, HI (225)",21.477,-157.757
51211,"Pearl Harbor Entrance, HI (233)",21.297,-157.959
51212,"Barbers Point, Kalaeloa, HI (238)",21.323,-158.149
51213,"Kaumalapau Southwest, Lanai, HI (239)",20.75,-157.002
51214,"King-Poloa, American Samoa (273)",-14.296,-170.875
51302,8S 155W,-8,-155
51303,5N 170W,5,-170
51304,5S 170W,-5,-170
51305,2N 170W,2,-170
51306,2S 170W,-2,-170
51309,8N 170W,8,-170
51310,8S 170W,-8,-170
51311,0 140W,0,-140
51407,"HAWAII - 34NM West of Kailua-Kona, HI",19.614,-156.562
51425,"NORTHWEST APIA - 370 NM NW of Apia, Samoa",-9.511,-176.258
51wh0,WHOTS - Woods Hole Ocean Time-series,22,-157
52001,2N 165E,2,165
52002,2S 165E,-2,165
52003,5N 165E,5,165
52004,5S 165E,-5,165
52006,8N 165E,8,165
52007,8S 165E,-8,165
52200,"Ipan, Guam (121)",13.354,144.788
52201,"Kalo, Majuro, Marshall Islands (163)",7.079,171.384
52202,"Ritidian Point, Guam (196)",13.683,144.816
52211,"Tanapag, Saipan, NMI (197)",15.268,145.662
52212,"Ngaraard, Babeldaob, Palau (219)",7.63,134.671
52213,"North Point, Pohnpei, Micronesia (178)",7.081,158.244
52214,"Rumung, Yap, Micronesia (272)",9.677,138.178
52215,"UTWE, KOSRAE, MICRONESIA (276)",5.241,163.001
52310,2N 180W,2,180
52311,0 180W,0,180
52312,2S 180W,-2,180
52321,0 165E,0,165
52401,NORTHEAST SAIPAN - 610 NM ENE of Saipan,19.285,155.739
52402,SOUTHEAST SAIPAN - 540NM ESE of Saipan,11.928,153.876
52403,"NORTH MANUS - 345NM North of Manus Is , New Guinea",5.3876,162.9420
52404,"NORTH PHILIPPINE SEA - 750 NM NE of Manila, Philippines",20.685,132.25
52405,"SOUTH PHILIPPINE SEA -725 NM West of Agana, Guam",12.992,132.232
52406,NORTHEAST SOLOMON - 370NM NE of Guadalcanal,-5.371,164.985
53005,,-8,81
53006,,-12,81
53009,,-12,93
53040,,-8,95
53056,,-5,95
5401000,NZC - Offshore Gisborne Hikurangi,-38.2,-179.797
5401001,NZE - Offshore East Cape Kermadec,-36.049,-177.708
5401002,NZF - Offshore Raoul Island Kermadec,-29.683,-175.012
5401003,NZG - Offshore Tongatapu Tonga,-23.352,-173.402
5401004,NZH - Offshore Niue Tonga,-20.088,-171.863
5401005,NZI - Offshore Samoa Tonga,-16.889,-171.191
5501002,NZA - Offshore Wellington Hikurangi,-42.371,176.911
5501003,NZB - Offshore Hawke's Bay Hikurangi,-40.599,179.096
5501004,NZD - Offshore Bay of Plenty Kermadec,-36.1,178.604
5501005,NZJ - Offshore Norfolk Island New Hebrides,-26.667,163.955
5501006,NZK - Offshore New Caledonia New Hebrides,-24.309,169.499
5501007,NZL - Offshore Vanuatu New Hebrides,-19.31,166.782
55012,Coral Sea 1     -     1285km ENE of Townsville,-15.664,158.453
55015,TASMAN SEA 1     -     1110km ESE of Hobart,-46.956,160.343
55023,Coral Sea 2     -     870km NE of Townsville,-14.715,153.537
55042,Tasman Sea 2     -     1175km ESE of Hobart,-44.79,161.7
56001,Indian Ocean 1     -      1025km NW of Dampier,-14.046,110.028
56003,Indian Ocean 2     -     630km NNE of Dampier,-15.019,118.073
61001,Nice Buoy,43.4,7.8
61002,Lion Buoy,42.102,4.703
62001,Gascogne Buoy,45.23,-5
62027,"Jersey Buoy, English Channel - 5 nm south of Jersey, UK",49.082,-2.218
62029,K1 Buoy,48.72,-12.43
62030,L4 Buoy,50.25,-4.217
62050,E1,50,-4.4
62081,K2 Buoy,51,-13.55
62095,M6 - West Coast,53.04,-15.53
62103,Channel Lightship,49.9,-2.9
62105,K4 Buoy,55.41,-11.81
62107,Sevenstones Lightship,50.102,-6.1
62114,"Tartan ""A"" AWS",58.3,0
62121,Carrack AWS,53.5,2.7
62124,Conwy,53.6,-3.6
62127,Cleeton AWS,54,0.7
62130,Brae A,58.7,1.3
62135,Trent,54.2,1.6
62142,North Sea,53,2.101
62144,Clipper AWS,53.4,1.7
62145,North Sea,53.102,2.8
62146,Lomond AWS,57.2,2.1
62147,Galaxy 111,55.7,4.7
62148,Barque AWS,53.6,1.5
62149,"West Sole ""A"" AWS",53.7,1.1
62150,Amethyst AWS,53.6,0.7
62163,Brittany Buoy,47.55,-8.47
62164,Anasuria AWS,57.2,0.8
62165,Ravenspurn North AWS,54,1.1
62166,Thames,53,2.5
62170,F3 Light Vessel,51.24,2
62304,Sandettie Lightship,51.102,1.8
62305,Greenwich Lightship,50.4,0
62442,Pap,49,-16.5
63105,"Brent ""B"" AWS",61,1.692
63110,Beryl A AWS,59.5,1.5
63112,Cormorant AWS,61.1,1
63113,"Brent ""A"" AWS",61,1.708
63115,Magnus AWS,61.6,1.3
63117,Eider AWS,61.4,1.1
64045,K5 Buoy,59.15,-11.79
64046,K7 Buoy,60.483,-4.167
aamc1,"9414750 - Alameda, CA",37.772,-122.3
abya2,"Auke Bay Lab Dock, AK",58.381,-134.646
acfs1,"Grove Plantation, ACE Basin Reserve, SC",32.664,-80.413
acqs1,"St. Pierre, ACE Basin Reserve, SC",32.523,-80.357
acxs1,"Bennett's Point, ACE Basin Reserve, SC",32.559,-80.454
acyn4,"8534720 - Atlantic City, NJ",39.357,-74.418
adbf1,"Dry Bar, Apalachicola Reserve, FL",29.675,-85.058
adka2,"9461380 - Adak Island, AK",51.861,-176.637
agcm4,"9014070 - Algonac, MI",42.621,-82.527
agmw3,"Algoma City Marina, WI",44.608,-87.433
agxc1,"9410647 - Angels Gate, CA",33.716,-118.246
ajxa2,"Juneau AJ Dock, AK",58.287,-134.398
akxa2,"Akutan, AK",54.132,-165.782
alia2,"9457804 - Alitak, AK",56.898,-154.247
alxn6,"8311062 - Alexandria Bay, NY",44.331,-75.934
amaa2,"East Amatuli Island Light, AK",58.915,-151.952
amrl1,"8764227 - LAWMA, Amerada Pass, LA",29.45,-91.338
anmn6,"Field Station, Hudson River Reserve, NY",42.018,-73.917
anpt2,"8775241 - Aransas, Aransas Pass, TX",27.837,-97.039
anrn6,"Tivoli South Bay, Hudson River Reserve, NY",42.027,-73.926
anta2,"9455920 - Anchorage, AK",61.238,-149.89
anvc1,"9416841 - Arena Cove, CA",38.915,-123.711
apam2,"8575512 - Annapolis, MD",38.983,-76.479
apcf1,"8728690 - Apalachicola, FL",29.724,-84.98
apma2,"Anchorage Port, AK",61.238,-149.887
apnm4,"Alpena Harbor Light, Alpena, MI",45.06,-83.424
apqf1,"East Bay Bottom, Apalachicola Reserve, FL",29.786,-84.875
aprp7,"1630000 - Apra Harbor, Guam",13.444,144.657
apxa2,"Anchor Point, Kachemak Bay Reserve, AK",59.77,-151.868
apxf1,"East Bay, Apalachicola Reserve, FL",29.769,-84.881
arop4,"9757809 - Arecibo, PR",18.48,-66.702
arpf1,"APK - Aripeka, FL",28.433,-82.667
asbo1,Ashtabula Lighthouse,41.918,-80.796
asto3,"9439040 - Astoria, OR",46.207,-123.768
atgm1,"8413320 - Bar Harbor, ME",44.392,-68.204
atka2,"9461710 - Atka, AK",52.232,-174.173
auga2,"Augustine Island, AK",59.378,-153.348
awrt2,"8774230 - Aransas Wildlife Refuge, TX",28.227,-96.796
babt2,"8776604 - Baffin Bay, TX",27.297,-97.405
bara9,"9761115 - Barbuda, AG",17.591,-61.821
barn6,"Barcelona Harbor, NY",42.345,-79.595
batn6,"8518750 - The Battery, NY",40.701,-74.014
baxc1,9410691 - Los Angeles Badger Avenue Bridge,33.766,-118.24
bbnf1,BBCW8,25.601,-80.306
bbsf1,BBCW10,25.472,-80.349
bdrn4,"8539094 - Burlington, Delaware River, NJ",40.082,-74.87
bdsp1,"8546252 - Bridesburg, PA",39.98,-75.079
bdvf1,"Broad River, FL",25.478,-80.989
bdxc1,"Bodega, CA",38.317,-123.071
beis1,"Edisto Island, ACE Basin Reserve, SC",32.504,-80.325
bepb6,"2695540 - Bermuda, St. Georges Island, BM",32.374,-64.701
bexa2,"Bethel, AK",60.791,-161.749
bftn7,"8656483 - Beaufort, NC",34.717,-76.671
bgcf1,"BCP - Big Carlos Pass, FL",26.404,-81.881
bgxn3,"Greenland, Great Bay Reserve, NH",43.059,-70.83
bhbm3,"8443970 - Boston, MA",42.355,-71.05
bhri3,"Burns Harbor, IN",41.646,-87.147
bigm4,"Big Bay, MI",46.827,-87.727
bilw3,"Barker's Island, Lake Superior Reserve, WI",46.722,-92.064
bism2,"8571421 - Bishops Head, MD",38.22,-76.039
bkbf1,"8720357 -  I-295 Buckman Bridge, St Johns River, FL",30.192,-81.692
bktl1,"8767961 - Lake Charles Bulk Terminal, LA",30.19,-93.301
bkyf1,"Buoy Key, FL",25.119,-80.834
blia2,"Bligh Reef Light, AK",60.839,-146.884
blif1,"8720233 - Blount Island Command, St Johns River, FL",30.393,-81.523
blta2,Bartlett Cove AK,58.455,-135.889
bltm2,"8574680 - Baltimore, MD",39.267,-76.579
bltm3,"8447387 - Borden Flats Light at Fall River, MA",41.704,-71.174
bmtw1,"9445958 - Bremerton, WA",47.562,-122.626
bnkf1,"Butternut Key, FL",25.087,-80.519
bobf1,"Bob Allen, FL",25.027,-80.681
brhc3,"8467150 - Bridgeport, CT",41.174,-73.181
brim2,"Railroad, Chesapeake Bay Reserve, MD",38.781,-76.714
brnd1,"8555889 - Brandywine Shoal Light, DE",38.987,-75.113
bsbm4,"Big Sable Point, MI",44.055,-86.514
bsca1,"Bon Secour, AL",30.329,-87.829
bskf1,"Big Sable Creek, FL",25.266,-81.162
bslm2,"Jug Bay, Chesapeake Bay Reserve, MD",38.781,-76.708
bthd1,"Bethany Beach, DE",38.537,-75.046
bufn6,"9063020 - Buffalo, NY",42.878,-78.89
burl1,"Southwest Pass, LA",28.906,-89.429
buzm3,"Buzzards Bay, MA",41.397,-71.033
bvqw1,"Bayview Channel, Padilla Bay Reserve, WA",48.496,-122.501
bwsf1,"Blackwater Sound, FL",25.178,-80.438
bygl1,"8762482 - West Bank 1, Bayou Gauche, LA",29.789,-90.42
bzbm3,"8447930 - Woods Hole, MA",41.524,-70.671
bzst2,"8779749 - SPI Brazos Santiago, TX ",26.067,-97.155
camm2,"8571892 - Cambridge, MD",38.574,-76.069
canf1,"Cane Patch, FL",25.422,-80.942
capl1,"8768094 - Calcasieu Pass, LA",29.768,-93.343
carl1,"8761955 - Carrollton, LA ",29.933,-90.135
casm1,"8418150 - Portland, ME",43.656,-70.246
cavn6,Cape Vincent,44.13,-76.333
cblo1,"Conneaut Breakwater Light, OH",41.981,-80.556
cbrw3,"Chambers Island, WI",45.198,-87.36
cdcf1,8726504 - Cut D Channel Inbound Rear Range,27.754,-82.514
cdea2,"Cape Decision, AK",56.001,-134.136
cdrf1,"Cedar Key, FL",29.136,-83.029
cdxa2,"Cape Decision MXAK, AK",56.001,-134.136
cecc1,"9419750 - Crescent City, CA",41.746,-124.184
cfwm1," 8411060 - Cutler Farris Wharf, ME",44.657,-67.205
cgcl1,Cognac,28.791,-89.056
chao3,"9432780 - Charleston, OR",43.351,-124.337
chav3,"9751639 - Charlotte Amalie, VI",18.335,-64.92
chbv2,"8638901 - Chesapeake Bay Bridge Tunnel, VA",37.032,-76.083
chcm2,"8573927 - Chesapeake City, MD",39.527,-75.81
chds1,"Strom Thurmond Dam, SC",33.661,-82.199
chii2,"Harrison-Dever Crib, Chicago, IL",41.916,-87.572
chqo3,"Winchester Arm, South Slough Reserve, OR",43.282,-124.32
chsv3,"9751364 - Christiansted Harbor, St. Croix, VI",17.748,-64.699
chtm3,"8447435 - Chatham, MA",41.688,-69.95
chts1,"8665530 - Charleston, Cooper River Entrance, SC",32.781,-79.924
chyv2,"8638999 - Cape Henry, VA",36.926,-76.007
chyw1,"9449424 - Cherry Point, WA",48.863,-122.759
ckyf1,"8727520 - Cedar Key, FL",29.134,-83.031
clbf1,"Clam Bayou, FL",27.736,-82.686
clbp4,"9752235 - Culebra, PR",18.301,-65.302
clkn7,"Cape Lookout, NC",34.622,-76.525
clsm4,"St. Clair Shores, MI",42.471,-82.877
cman4,"8536110 - Cape May, NJ",38.968,-74.96
cmln3,"Coastal Marine Lab, New Castle, NH",43.07,-70.7
cmpo1,"Camp Perry, OH",41.547,-83.015
cmti2,"9087044 - Calumet Harbor, IL",41.73,-87.538
cnbf1,"Cannon Bay, FL",25.702,-81.186
cndo1,"9063063 - Cleveland, OH",41.542,-81.637
cnii2,"Northerly Isle, IL",41.856,-87.609
covm2,"8577018 - Cove Point LNG Pier, MD",38.402,-76.385
coxa2,"Cordova, AK",60.542,-145.766
cpmw1,"9449419 - Cherry Point South Dock Met, WA",48.86,-122.756
cpnw1,9449427 - Cherry Point North Dock Met,48.863,-122.758
cpsa2,"Cape Seniavin, AK",56.397,-160.142
cptr1,"8452944 - Conimicut Light, RI",41.717,-71.345
cpvm2,"8575437 - Chesapeake Bay Bridge Visibility, MD",38.995,-76.388
cpxa2,Captains Bay,53.843,-166.583
cpxc1,"Cal Poly Pier, CA",35.17,-120.741
cquc1,"Carquinez, CA",38.066,-122.23
crga2,"Craig, AK",55.474,-133.136
crta1,"Cedar Point, AL",30.308,-88.14
crva2,"9454050 - Cordova, AK",60.558,-145.752
cryv2,"8638595 - South Craney Island, VA",36.888,-76.338
cspa2,"Cape Spencer, AK",58.199,-136.64
csxa2,Cape Spencer WX,58.199,-136.641
cvqv2,"Sweethall Pier, Chesapeake Bay Reserve, VA",37.571,-76.884
cwaf1,"Clear Water Pass, FL ",25.297,-81.013
cwbf1,"8726724 - Clearwater Beach, FL",27.978,-82.832
cwci,Caribou Island,47.334,-85.833
cwqo3,"Charleston Bridge, South Slough Reserve, OR",43.338,-124.321
cwqt2,"Copano Bay East, Mission-Aransas Reserve, TX",28.132,-97.034
cwwt2,"Copano Bay West, Mission-Aransas Reserve, TX",28.084,-97.201
cygm4,"Cheboygan Marina, MI",45.658,-84.464
dbln6,"Dunkirk, NY",42.494,-79.354
dbqs1,"Debidue Creek, North Inlet-Winyah Bay, SC",33.36,-79.167
deld1,"8551762 - Delaware City, DE",39.582,-75.589
desw1,"Destruction Island, WA",47.675,-124.485
dhxa2,"Deadhorse, AK",70.222,-148.419
dila1,"8735180 - Dauphin Island, AL ",30.25,-88.075
disw3,"Devils Island, WI",47.079,-90.728
dkkf1,"Duck Key, FL",25.18,-80.49
dmsf1,"8720219 - Dames Point, FL",30.387,-81.559
domv2,"8638511 - Dominion Terminal Associates, VA",36.962,-76.424
dpha1,"Dauphin Island Sea Lab, AL",30.251,-88.078
dpla2,"Dutch Harbor APL, AK",53.884,-166.531
dpoa2,"Dutch Harbor Port Office, AK",53.903,-166.528
dpxa2,"Dutch Harbor Pilot Station, AK",53.889,-166.542
dpxc1,"9415141 - Davis Point, San Pablo Bay, CA",38.056,-122.264
drsd1,"Saint Jones River, Delaware Reserve, DE",39.089,-75.437
dtlm4,"9075099 - De Tour Village, MI",45.993,-83.898
dukn7," 8651370 - Duck Pier, NC ",36.184,-75.746
dulm5,"9099064 - Duluth, MN",46.776,-92.092
eazc1,"Azevedo Pond, Elkhorn Slough Reserve, CA",36.846,-121.754
ebef1,"8726674 - East Bay, FL",27.923,-82.421
ebsw1,"9447130 - Seattle, WA",47.602,-122.338
efla1,"8734536 - E Range Front Light Visibility, AL",30.429,-88.01
ehsc1,"North Marsh, Elkhorn Slough Reserve, CA",36.835,-121.738
einl1,"8764314 - North of Eugene Island, LA",29.373,-91.384
elfa2,"9452634 - Elfin Cove, AK",58.193,-136.347
elqc1,"South Marsh, Elkhorn Slough Reserve, CA",36.818,-121.739
elxc1,"Caspian Weather Station, Elkhorn Slough Reserve, CA",36.815,-121.738
emat2,"8773146 - Matagorda City, TX",28.71,-95.914
eptt2,"8771013 - Eagle Point, TX",29.481,-94.917
erep1,9063038 - Erie,42.172,-80.098
eroa2,"Eldred Rock, AK",58.971,-135.221
erxa2,"Eldred Rock MXAK, AK",58.971,-135.221
espp4,"9752695 - Esperanza, Viequez Island, PR",18.094,-65.471
evmc1,"Vierra Mouth, Elkhorn Slough Reserve, CA",36.811,-121.779
faio1,"9063053 - Fairport, OH",41.764,-81.281
fbis1,"Folly Island, SC",32.685,-79.888
fffc1,"First Mallard, San Francisco Bay Reserve, CA",38.195,-122.033
ffia2,"Five Fingers, AK",57.272,-133.63
fhpf1,"FHP - Fred Howard Park, FL",28.153,-82.801
fila2,"Flat Island Light, AK",59.332,-151.995
flqn6,"Ferry Landing, Hudson River Reserve, NY",42.354,-73.789
fmns1,"Fort Johnson, ACE Basin Reserve, SC",32.753,-79.899
fmrf1,"8725520 - Fort Myers, FL",26.647,-81.871
foxr1,"8454000 - Providence, RI",41.807,-71.401
fpkg1,"8670870 - Fort Pulaski, GA",32.035,-80.903
fpst2,"8772471 - Freeport SPIP, TX",28.936,-95.294
fptm4,"Fairport, MI",45.619,-86.66
fpxc1,"Fort Point, CA",37.807,-122.466
frcb6,"2695535 - Bermuda, Ferry Reach Channel, BM",32.37,-64.695
frdf1,"8720030 - Fernandina Beach, FL",30.675,-81.465
frdp4,"9753216 - Fajardo, PR",18.335,-65.631
frdw1,"9449880 - Friday Harbor, WA",48.545,-123.012
frel1,"8762484 - Frenier Landing, LA",30.106,-90.422
frfn7,"USACE-CHL Field Research Facility, Duck, NC",36.19,-75.739
frma1,"8734383 - Fort Morgan, AL",30.234,-87.994
frvm3,"8447386 - Fall River, MA",41.704,-71.164
frwl1,"8766072 - Freshwater Canal Locks, LA",29.552,-92.305
frxm3,"8447412 - Fall River Visibility, MA",41.696,-71.18
fskm2,"8574728 - Francis Scott Key Bridge, MD",39.219,-76.528
fsti2,"Foster Ave., Chicago, IL",41.976,-87.648
ftgm4,"9014098 - Fort Gratiot, MI",43.007,-82.422
ftpc1,"9414290 - San Francisco, CA",37.806,-122.466
fwyf1,"Fowey Rock, FL",25.591,-80.097
gbcm6,"Bayou Cumbest, Grand Bay Reserve, MS",30.384,-88.436
gbhm6,"Bayou Heron, Grand Bay Reserve, MS",30.418,-88.405
gbif1,"Gunboat Island, FL",25.378,-81.029
gbqn3,"Lamprey River, Great Bay Reserve, NH",43.08,-70.934
gbtf1,"Garfield Bight, FL",25.167,-80.801
gbww3,"9087077 - Green Bay West, WI",44.538,-88.003
gbxa2,"Gambell, AK",63.777,-171.715
gctf1,"8726524 - Gadsden Cut, Tampa Bay, FL",27.774,-82.517
gdmm5,"9099090 - Grand Marais, MN",47.749,-90.341
gdqm6,"Bangs Lake, Grand Bay Reserve, MS",30.357,-88.463
gdxm6,"Crooked Bayou, Grand Bay Reserve, MS",30.359,-88.42
gelo1,"Geneva on the Lake Light, OH",41.859,-80.975
gexa2,"George Island, Alaska",58.213,-136.381
gggc1,"Gallinas Creek, San Francisco Bay Reserve, CA",38.016,-122.509
gisl1,"8761724 - Grand Isle, LA",29.265,-89.958
gixa2,"Guard Island, AK",55.446,-131.881
gkyf1,"Garden Key, FL",24.627,-82.872
gnjt2,"8771341 - Galveston Bay Entrance (North Jetty), TX",29.357,-94.725
gpxa2,"Grave Point, AK",58.062,-134.051
grbl1,"Grand Isle Blocks, LA / CSI09",29.101,-89.978
grim4,"Granite Island, MI",46.721,-87.412
grmm4,"Grand Marais, MI",46.684,-85.972
grrt2,"8771486 - Galveston RR Bridge, TX",29.302,-94.896
gslm4,"Gravelly Shoal Light, MI",44.018,-83.537
gtlm4,"Grand Traverse Light, MI",45.211,-85.55
gtot2,"8771450 - Galveston Pier 21, TX",29.311,-94.792
gtqf1,"Pellicer Creek, Guan Tolomato Matanzas Reserve, FL",29.667,-81.257
gtrm4,"Superior Grand Traverse Bay, MI",47.179,-88.241
gtxf1,"Pellicer Creek, Guana Tolomato Matanzas Reserve, FL",29.658,-81.233
guxa2,"Gustavus Dock, AK",58.408,-135.726
haxa2,"Haines Harbor, AK",59.234,-135.442
hbmn6,"Bear Mountain, Hudson River Reserve, NY",41.314,-73.985
hbxc1,"Humboldt, CA",40.777,-124.197
hbyc1,"9418767 - North Spit, CA",40.767,-124.217
hcef1,"Highway Creek, FL",25.254,-80.444
hcgn7,"8654467 - USCG Station Hatteras, NC",35.209,-75.704
hhlo1,"Huron Harbor Light, OH",41.401,-82.545
hist2,"8770808 - High Island, TX",29.595,-94.39
hivt2,"8775223 - Harbor Island Visibility, TX",27.844,-97.07
hlnm4,"9087031 - Holland, MI",42.773,-86.213
hmra2,"Homer, Kachemak Bay Reserve, AK",59.601,-151.41
hmsa2,"Homer Spit, AK",59.602,-151.417
hrbm4,"9075014 - Harbor Beach, MI",43.846,-82.643
href1,"Harney River, FL",25.424,-81.06
hrrh1,"Lono Circle, He'eia Reserve, HI",21.431,-157.815
huqn6,"Tivoli North, Hudson River Reserve, NY",42.036,-73.925
hwwh1,"Wai 2, He'eia Reserve, HI",21.438,-157.811
icac1,9410840 - Santa Monica Pier,34.008,-118.5
icya2,"Icy Bay, AK",59.923,-141.359
iloh1,"1617760 - Hilo, HI",19.73,-155.056
imgp4,"Isla Magueyes, Lajas, PR",17.969,-67.044
iosn3,"Isle of Shoals, NH",42.967,-70.623
irdt2,"8776139 - South Bird Island, TX",27.48,-97.322
itka2,"9451600 - Sitka, AK",57.052,-135.342
jaki2,"63rd St., Chicago, IL",41.781,-87.573
jbyf1,"Joe Bay, FL",25.224,-80.541
jcqn4,"Chestnut Neck, Jacques Cousteau Reserve, NJ",39.548,-74.461
jcrn4,"Nacote Creek, Jacques Cousteau Reserve, NJ",39.535,-74.464
jctn4,"Buoy 126, Jacques Cousteau Reserve, NJ",39.508,-74.338
jkyf1,"Johnson Key, FL",25.053,-80.904
jlxa2,"Juneau Library, AK",58.298,-134.405
jmla2,Juneau AML Dock,58.286,-134.39
jmpn7,"8658163 - Wrightsville Beach, NC",34.213,-77.786
jnea2,"9452210 - Juneau, AK",58.298,-134.411
jnga2,"Juneau ANG Dock, AK",58.291,-134.394
jobp4,"Station 9, Jobos Bay Reserve, PR",17.944,-66.238
joqp4,"Station 20, Jobos Bay Reserve, PR",17.93,-66.211
joxp4,"Jobos Bay Weather, Jobos Bay Reserve, PR",17.956,-66.223
jxuf1,"8720245 - Jacksonville University, FL",30.354,-81.612
kata1,"Katrina Cut, AL",30.258,-88.213
katp,Green Canyon 787 / Atlantis (BP),27.195,-90.027
kbbf,Brazos 133B (Apache Corp),28.058,-95.872
kbmg1,"8679598 - Kings Bay MSF Pier, GA",30.777,-81.487
kbqx,Brazos 538 (Transco),28.314,-95.62
kcha2,"Homer Dolphin Deep, Kachemak Bay Reserve, AK",59.602,-151.409
kcvw,"Cameron, LA (PHI)",29.784,-93.3
kcxa2,King Cove,55.057,-162.326
kdaa2,"9457292 - Kodiak Island, AK",57.731,-152.511
kdlp,West Delta 27A (AngloSuisse Offshore Partners),29.121,-89.547
keca2,"9450460 - Ketchikan, AK",55.331,-131.625
kehc,East Cameron 278B (Apache Corp),28.429,-92.878
keir,Eugene Island 215 (McMoRan Oil & Gas),28.634,-91.489
kemk,East Breaks 165 (SandRidge Energy),27.819,-94.323
kexa2,"Ketchikan Harbor, AK",55.352,-131.684
kgbk,Garden Banks 783 / Magnolia TLP (W&T Offshore),27.204,-92.203
kgca2,"9459881 - King Cove, AK",55.062,-162.327
kghb,Garden Banks 172 / Salsa (Shell E & P),27.84,-91.988
kgna,"Bay of Grand Marais, MN",47.745,-90.346
kgry,Green Canyon 338 / Front Runner (Murphy E&P),27.625,-90.441
kgul,Garden Banks 668 / Gunnison Spar (Anadarko),27.304,-93.538
kgvw,Galveston 209A (Arena Offshore),29.13,-94.55
kgvx,Galveston 424C (Nippon Oil Exploration),28.577,-94.976
kgxa2,"Kodiak Gull Island, AK",57.777,-152.425
khhv,Alaminos Canyon 25 / Hoover-Diana (ExxonMobile Corp),26.939,-94.689
khqi,High Island 376B (Apache),27.934,-93.669
kikt,Mississippi Canyon 474 / Na Kika FPU (BP),28.521,-88.289
kipn,Mississippi Canyon 920 / Independence Hub (Anadarko / Enterprise),28.085,-87.986
klih1,"1615680 - Kahului, Kahului Harbor, HI",20.895,-156.469
klmw1,"9440357 - TEMCO Kalama Terminal, WA",45.983,-122.835
